7,7,7,7,7,7,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,9,9,9,7,8,8,8,8,8,8,7,8,8,8,8,8,8,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,9,9,9,7,9,9,9,9,9,9,8,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,24,24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,9,9,9,7,9,14,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,23,23,23,23,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,9,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,7,7,7,7,9,9,9,15,9,9,9,9,9,15,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,25,25,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,9,7,7,7,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,7,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,23,23,23,9,9,9,9,9,7,7,9,7,7,7,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,7,9,9,9,7,9,9,9,9,9,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,9,7,7,7,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,9,9,9,9,9,24,24,24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,9,7,7,7,9,9,9,9,9
7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,7,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,15,7,7,7,9,9,9,9,9
7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,7,9,9,9,9,9,7,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,14,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,9,9,9,9,9
7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,12,15,7,9,9,12,9,9,7,15,9,9,9,9,9,9,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,9,9,9,9,9
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,9,9,9,9,9
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,9,9,9,9,9
